iter	Logloss
417	0.1815690894
418	0.1814189416
419	0.181401852
420	0.1812879173
421	0.1810221258
422	0.1808942787
423	0.1807787313
424	0.1807570564
425	0.1806103506
426	0.1805795412
427	0.1804718285
428	0.1803655481
429	0.1800868311
430	0.1800216017
431	0.1800197123
432	0.1798379366
433	0.1797444613
434	0.1796386984
435	0.1793710054
436	0.1792475149
437	0.1790655708
438	0.1789844915
439	0.1788925928
440	0.1787939304
441	0.1786633153
442	0.1786169326
443	0.1785045745
444	0.1782176979
445	0.1780576814
446	0.1779535792
447	0.1778708993
448	0.1777246267
449	0.177528698
450	0.17731852
451	0.1772655783
452	0.1771206055
453	0.1770979197
454	0.1769682192
455	0.1768846607
456	0.1767401332
457	0.1764245652
458	0.1763043483
459	0.1761979475
460	0.1761238364
461	0.1759792728
462	0.1759126594
463	0.1757132526
464	0.175540419
465	0.1755382407
466	0.1755282637
467	0.1753982985
468	0.1753005147
469	0.1752917171
470	0.175217269
471	0.1750665556
472	0.1749942256
473	0.174859651
474	0.1746445026
475	0.1744297512
476	0.1743686619
477	0.1743668928
478	0.1742503224
479	0.1741677147
480	0.1741670768
481	0.1740028241
482	0.1738719803
483	0.1736137468
484	0.1736120137
485	0.1735569298
486	0.1734884872
487	0.1733734693
488	0.1732843627
489	0.1732777916
490	0.1731618952
491	0.1731581404
492	0.1728943587
493	0.1728198505
494	0.1726268583
495	0.172361813
496	0.1722818529
497	0.172166486
498	0.1721471459
499	0.1720739013
500	0.1717456847
501	0.1715942732
502	0.171530464
503	0.1712074705
504	0.170905153
505	0.1708084644
506	0.1706308408
507	0.1704637237
508	0.1702781571
509	0.1701196932
510	0.1699962027
511	0.1698383766
512	0.169822298
513	0.1696952933
514	0.1695434005
515	0.1693385659
516	0.1691892124
517	0.1690513402
518	0.1690087968
519	0.1689593332
520	0.1688508744
521	0.1685122475
522	0.1685101534
523	0.1683950995
524	0.1683494149
525	0.1682170547
526	0.1682144431
527	0.16817409
528	0.1681736447
529	0.1680216435
530	0.1679586046
531	0.1678334774
532	0.1678326831
533	0.1676646874
534	0.1676640616
535	0.1674308728
536	0.1670734474
537	0.1668049721
538	0.1667314266
539	0.1667306925
540	0.1665685218
541	0.166517265
542	0.1665131972
543	0.166211301
544	0.165928456
545	0.1658219107
546	0.1657487022
547	0.1657440688
548	0.1655818259
549	0.1655782515
550	0.1652186478
551	0.1650991288
552	0.1650608337
553	0.1650573556
554	0.1650563326
555	0.1649061487
556	0.1649011783
557	0.1644752259
558	0.1643743973
559	0.1642199049
560	0.1637429365
561	0.1632703127
562	0.1629733748
563	0.1629243445
564	0.1628247554
565	0.1626425465
566	0.1625149763
567	0.1624027987
568	0.1623033901
569	0.1622004193
570	0.1618581338
571	0.161503007
572	0.1614314954
573	0.1612370831
574	0.1611176966
575	0.1610457398
576	0.1608333954
577	0.1604597108
578	0.1604343171
579	0.1603079623
580	0.160208265
581	0.1601977946
582	0.1600849069
583	0.1600098691
584	0.1599532809
585	0.1598377576
586	0.1597819877
587	0.1596230303
588	0.1593607651
589	0.1593598384
590	0.1593587312
591	0.1592517888
592	0.1591906273
593	0.1591861382
594	0.1590363635
595	0.1589125
596	0.1588726764
597	0.1587434212
598	0.1586548201
599	0.1584590478
600	0.1583489643
601	0.15823586
602	0.1581775869
603	0.1581299767
604	0.1580284139
605	0.1580135387
606	0.157842751
607	0.157830018
608	0.1577279739
609	0.1575594246
610	0.1574292067
611	0.1573459731
612	0.1572235056
613	0.1570085377
614	0.1569079377
615	0.1567715217
616	0.1565888074
617	0.1564624406
618	0.1563286723
619	0.1562011021
620	0.1559474659
621	0.1559048622
622	0.1557811311
623	0.1556593256
624	0.1555358953
625	0.1554883573
626	0.1554126335
627	0.1553202775
628	0.1551394887
629	0.155067941
630	0.1548872726
631	0.1547591367
632	0.1546857959
633	0.1546351649
634	0.1544931527
635	0.1544910105
636	0.1544828147
637	0.1543038553
638	0.1539591146
639	0.1539209278
640	0.1537934297
641	0.153737696
642	0.1537150823
643	0.1535767408
644	0.1534464265
645	0.1533762749
646	0.1533688133
647	0.1533437806
648	0.1532777449
649	0.1532365975
650	0.1531042012
651	0.1529811802
652	0.1528219339
653	0.1526735914
654	0.1525848939
655	0.1525014798
656	0.1524565775
657	0.1524541585
658	0.1523376122
659	0.1523047207
660	0.1520299632
661	0.1519014903
662	0.1517770491
663	0.1517074632
664	0.1516392371
665	0.1514925795
666	0.1514903169
667	0.1514888125
668	0.1514268928
669	0.1513330805
670	0.1512014545
671	0.1511395107
672	0.1509705162
673	0.150858158
674	0.1508530673
675	0.1506787533
676	0.1505040903
677	0.1503842224
678	0.150297595
679	0.1501711078
680	0.1500580036
681	0.1499796923
682	0.1499350186
683	0.149909336
684	0.149904486
685	0.1495763415
686	0.1494551016
687	0.1492731094
688	0.1492073144
689	0.1491280885
690	0.1490282226
691	0.1489485754
692	0.1488338464
693	0.1487244128
694	0.1486529734
695	0.148609407
696	0.1484868071
697	0.1483813811
698	0.1482543404
699	0.1481409834
700	0.1480520211
701	0.1479552362
702	0.1478449481
703	0.1477744354
704	0.1477718118
705	0.1477478864
706	0.1476265622
707	0.1474062026
708	0.1474030976
709	0.1473104527
710	0.1472232235
711	0.1470925362
712	0.1470888054
713	0.1469915511
714	0.1469860391
715	0.1469184991
716	0.1467573273
717	0.1467347858
718	0.1465679215
719	0.1465660079
720	0.1464749998
721	0.1463792017
722	0.1463693572
723	0.146356203
724	0.1463046935
725	0.1461626933
726	0.1461346519
727	0.1460256034
728	0.1459282167
729	0.1457554312
730	0.1456608487
731	0.1455918524
732	0.1455180422
733	0.145516237
734	0.1454322813
735	0.1453273006
736	0.1451894886
737	0.1451161477
738	0.1451124048
739	0.1451037637
740	0.1451012123
741	0.1450475726
742	0.1449742919
743	0.1448766646
744	0.1448386342
745	0.1447776532
746	0.1447753184
747	0.1446726604
748	0.1446287089
749	0.1444996463
750	0.1443421451
751	0.144330399
752	0.1443299537
753	0.1442523886
754	0.1442511851
755	0.1441332548
756	0.1441320995
757	0.1441282242
758	0.1441277428
759	0.144127117
760	0.1441266115
761	0.1441261783
762	0.144125733
763	0.1441254562
764	0.144123663
765	0.1440545704
766	0.1440542094
767	0.1440533068
768	0.1440519468
769	0.1440480234
770	0.1440046014
771	0.1439618413
772	0.1438770913
773	0.1438093587
774	0.1437093725
775	0.1436325054
776	0.1436063174
777	0.143581044
778	0.1434702986
779	0.1434035047
780	0.1434026021
781	0.1434018559
782	0.1433032417
783	0.1433025436
784	0.1432992461
785	0.1432986082
786	0.1432965623
787	0.1432962855
788	0.1432960689
789	0.1432652594
790	0.1431029082
791	0.1431014881
792	0.1429233591
793	0.1428632927
794	0.1427501643
795	0.1426542219
796	0.1425740813
797	0.142469943
798	0.1424688117
799	0.1424537801
800	0.1423315413
801	0.1421997106
802	0.1421368402
803	0.1420440629
804	0.1419851398
805	0.1418491331
806	0.1418168073
807	0.1418122942
808	0.1417628547
809	0.141659956
810	0.1415766141
811	0.1414856902
812	0.1413568562
813	0.1412798688
814	0.1412780515
815	0.1411900761
816	0.1410543342
817	0.1410385443
818	0.1409811136
819	0.1409272092
820	0.1408746406
821	0.1408416889
822	0.1407550495
823	0.140748009
824	0.1405665343
825	0.1404108143
826	0.1403989358
827	0.140398635
828	0.1403582698
829	0.1403558989
830	0.1403372689
831	0.1402404719
832	0.1402124425
833	0.1400463966
834	0.1400353726
835	0.1398967542
836	0.1397810384
837	0.1397711577
838	0.1396982019
839	0.1395067623
840	0.1393989895
841	0.1393175852
842	0.1393005437
843	0.1392924683
844	0.1391839373
845	0.139076008
846	0.1390557653
847	0.1389989243
848	0.1388994315
849	0.1388159933
850	0.1387711632
851	0.1387064634
852	0.1386133732
853	0.1385496603
854	0.1384976333
855	0.138456546
856	0.1383401562
857	0.1382533001
858	0.1382518318
859	0.1381453949
860	0.1380891677
861	0.1380108443
862	0.137908403
863	0.1378415369
864	0.1378260359
865	0.1378087658
866	0.1376593521
867	0.1376228983
868	0.1375513386
869	0.1374571412
870	0.1372975339
871	0.1372084273
872	0.1371792546
873	0.1370923624
874	0.1370043871
875	0.1369176152
876	0.1368242241
877	0.1368235502
878	0.1368196027
879	0.1367521469
880	0.1366734866
881	0.1366196905
882	0.1364232924
883	0.1363795816
884	0.1363087439
885	0.1362498811
886	0.1361299289
887	0.1359733785
888	0.1359113264
889	0.1358387438
890	0.1357509971
891	0.1356234629
892	0.1355128258
893	0.1355122842
894	0.1353963637
895	0.1353595128
896	0.1353565883
897	0.1352970876
898	0.1352757015
899	0.1352726928
900	0.1351781825
901	0.1350868373
902	0.1350549809
903	0.1349576183
904	0.1348623979
905	0.1347425661
906	0.1346860139
907	0.1346138284
908	0.1345356495
909	0.1345115917
910	0.1344531861
911	0.1344048418
912	0.1343406114
913	0.1342525638
914	0.1341353075
915	0.1340402676
916	0.1339664694
917	0.1338590817
918	0.1337942014
919	0.1337341471
920	0.1336373502
921	0.1335417447
922	0.1334583666
923	0.133422996
924	0.1333475971
925	0.1332807431
926	0.133217668
927	0.133137732
928	0.1330556297
929	0.1330488179
930	0.1330393224
931	0.1329727933
932	0.1328767425
933	0.1328689559
934	0.1327757574
935	0.1327060149
936	0.1326011064
937	0.1325154779
938	0.1323651134
939	0.1322593625
940	0.1321755633
941	0.1320932323
942	0.1320746143
943	0.131970825
944	0.1319096876
945	0.1316663051
946	0.1316408272
947	0.1315626001
948	0.1314813282
949	0.1312936675
950	0.1312261395
951	0.1311212431
952	0.1310349285
953	0.1309494805
954	0.1309402136
955	0.1307422992
956	0.1306877328
957	0.1306134412
958	0.1305307371
959	0.1305041399
960	0.1304099425
961	0.1303551715
962	0.1303535348
963	0.1303476617
964	0.1303137112
965	0.1303085121
966	0.1302514906
967	0.1302500464
968	0.1301962864
969	0.1301155801
970	0.1300501221
971	0.1300365828
972	0.1299462366
973	0.1298555173
974	0.1298520031
975	0.1297405476
976	0.129653535
977	0.1295529832
978	0.1294711817
979	0.1294281087
980	0.1292737366
981	0.1292241046
982	0.1291212059
983	0.12911159
984	0.1290868943
985	0.1290178018
986	0.1288006074
987	0.1287873088
988	0.128724667
989	0.1286601718
990	0.12847215
991	0.1284375255
992	0.1283807928
993	0.1283769657
994	0.1283110023
995	0.1282214985
996	0.1281379159
997	0.1280843845
998	0.1280403848
999	0.1279528547
